CUM;ATC INVIMA;DESCRIPCIÓN ATC;FORMA FARMACÉUTICA;PRODUCTO;CANTIDAD PRINCIPIO ACTIVO;CANTIDAD PRINCIPIO ACTIVO SEGUNDARIO;UNIDAD BASE;VOLUMEN;UNIDAD VOLUMEN;PESO;UNIDAD PESO;CONCENTRACIÓN;UNIDAD CONCENTRACIÓN;CANTIDAD PRINCIPIO ACTIVO POR PRESENTACIÓN COMERCIAL;TITULAR;ESTADO CUM - Marzo 2014;UNIDADES POR PRESENTACIÓN COMERCIAL;UNIDAD DE DISPENSACIÓN DE LA PRESENTACION COMERCIAL;PRESENTACIÓN COMERCIAL;ID MERCADO RELEVANTE;MERCADO RELEVANTE;CIRCULAR - CNPMDM;FECHA DE ENTRADA EN VIGENCIA;MARGEN DE IPS -CIRCULAR 01 2014;ALEMANIA;ARGENTINA;AUSTRALIA;BRASIL;CANADA;CHILE;COLOMBIA;ECUADOR;EE.UU.;ESPAÑA;FRANCIA;MEXICO;NORUEGA;PANAMA;PERU;PORTUGAL;REINO UNIDO;URUGUAY
201198-3;L02BB03;BICALUTAMIDA;TABLETA / CAPSULA;CASODEX;50;;mg;;;;;;;1400;ASTRAZENECA;VIGENTE;28;TABLETAS;28 TABLETAS;74;BICALUTAMIDA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;7402.22;162294.29;;241757.25;434328.67;343734.81;;105745.98;;733423.79;67501.78;102573.6;124296.8;105745.98;;557901.3;111090.95;323165.91;75784.97
19927243-1;H02AB04;METILPREDNISOLONA;SOLUCION / SUSPENSION INYECTABLE;DEPO-MEDROL;40;;mg;1;ml;;;40;mg/ml;40;PFIZER;VIGENTE;1;VIAL;1 VIAL x 1 ml;110;METILPREDNISOLONA (SUCCINATO SÓDICO) - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 01 de 2014;25-abr-14;308.86;;;6211.78;5027.43;7387.99;11001.97;4412.34;16610.33;5073.94;1573.73;;;5344.86;;16336.47;3484.18;3797.26;
19949719-1;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;100;;mg;;;;;;;1500;SYNTHESIS;VIGENTE;15;TABLETAS;15 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;1298.94;;;48712.74;82641.8;42222.25;15307.91;18556.24;;229643.93;23258.23;;19399.76;25927.36;16025.69;91468.81;14237.14;78499.73;
19949719-10;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;100;;mg;;;;;;;4000;SYNTHESIS;VIGENTE;40;TABLETAS;40 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;3463.83;;;129900.65;220378.13;112592.67;40821.11;49483.3;;612383.81;62021.95;;51732.69;69139.61;42735.16;243916.84;37965.7;209332.61;
19949719-11;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;100;;mg;;;;;;;5000;SYNTHESIS;VIGENTE;50;TABLETAS;50 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;4329.79;;;162375.81;275472.66;140740.84;51026.38;61854.13;;765479.76;77527.43;;64665.86;86424.52;53418.95;304896.04;47457.12;261665.76;
19949719-12;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;100;;mg;;;;;;;7000;SYNTHESIS;VIGENTE;70;TABLETAS;70 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;6061.7;;;227326.14;385661.73;197037.18;71436.94;86595.78;;1071671.67;108538.41;;90532.2;120994.32;74786.53;426854.46;66439.97;366332.06;
19949719-13;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;100;;mg;;;;;;;8000;SYNTHESIS;VIGENTE;80;TABLETAS;80 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;6927.66;;;259801.3;440756.26;225185.35;81642.21;98966.61;;1224767.62;124043.9;;103465.37;138279.23;85470.32;487833.67;75931.39;418665.21;
19949719-14;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;100;;mg;;;;;;;9000;SYNTHESIS;VIGENTE;90;TABLETAS;90 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;7793.62;;;292276.46;495850.8;253333.52;91847.49;111337.44;;1377863.58;139549.38;;116398.54;155564.13;96154.11;548812.88;85422.82;470998.36;
19949719-15;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;100;;mg;;;;;;;10000;SYNTHESIS;VIGENTE;100;TABLETAS;100 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;8659.58;;;324751.62;550945.33;281481.69;102052.77;123708.26;;1530959.53;155054.87;;129331.71;172849.03;106837.9;609792.09;94914.24;523331.52;
19949719-16;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;100;;mg;;;;;;;20000;SYNTHESIS;VIGENTE;200;TABLETAS;200 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;17319.16;;;649503.25;1101890.66;562963.37;204105.53;247416.52;;3061919.06;310109.74;;258663.43;345698.07;213675.81;1219584.18;189828.48;1046663.03;
19949719-2;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;100;;mg;;;;;;;3000;SYNTHESIS;VIGENTE;30;TABLETAS;30 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;2597.87;;;97425.49;165283.6;84444.51;30615.83;37112.48;;459287.86;46516.46;;38799.51;51854.71;32051.37;182937.63;28474.27;156999.45;
19949719-3;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;100;;mg;;;;;;;3000;SYNTHESIS;VIGENTE;30;TABLETAS;30 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;2597.87;;;97425.49;165283.6;84444.51;30615.83;37112.48;;459287.86;46516.46;;38799.51;51854.71;32051.37;182937.63;28474.27;156999.45;
19949719-4;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;100;;mg;;;;;;;6000;SYNTHESIS;VIGENTE;60;TABLETAS;60 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;5195.75;;;194850.97;330567.2;168889.01;61231.66;74224.96;;918575.72;93032.92;;77599.03;103709.42;64102.74;365875.25;56948.54;313998.91;
19949719-5;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;100;;mg;;;;;;;3000;SYNTHESIS;VIGENTE;30;TABLETAS;30 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;2597.87;;;97425.49;165283.6;84444.51;30615.83;37112.48;;459287.86;46516.46;;38799.51;51854.71;32051.37;182937.63;28474.27;156999.45;
19949719-6;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;100;;mg;;;;;;;1500;SYNTHESIS;VIGENTE;15;TABLETAS;15 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;1298.94;;;48712.74;82641.8;42222.25;15307.91;18556.24;;229643.93;23258.23;;19399.76;25927.36;16025.69;91468.81;14237.14;78499.73;
19949719-7;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;100;;mg;;;;;;;700;SYNTHESIS;VIGENTE;7;TABLETAS;7 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;606.17;;;22732.61;38566.17;19703.72;7143.69;8659.58;;107167.17;10853.84;;9053.22;12099.43;7478.65;42685.45;6644,00;36633.21;
19949719-8;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;100;;mg;;;;;;;1000;SYNTHESIS;VIGENTE;10;TABLETAS;10 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;865.96;;;32475.16;55094.53;28148.17;10205.28;12370.83;;153095.95;15505.49;;12933.17;17284.9;10683.79;60979.21;9491.42;52333.15;
19949719-9;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;100;;mg;;;;;;;2000;SYNTHESIS;VIGENTE;20;TABLETAS;20 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;1731.92;;;64950.32;110189.07;56296.34;20410.55;24741.65;;306191.91;31010.97;;25866.34;34569.81;21367.58;121958.42;18982.85;104666.3;
19949721-1;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;200;;mg;;;;;;;3000;SYNTHESIS;VIGENTE;15;TABLETAS;15 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;2597.87;;;97425.49;165283.6;84444.51;30615.83;37112.48;;459287.86;46516.46;;38799.51;51854.71;32051.37;182937.63;28474.27;156999.45;
19949721-10;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;200;;mg;;;;;;;8000;SYNTHESIS;VIGENTE;40;TABLETAS;40 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;6927.66;;;259801.3;440756.26;225185.35;81642.21;98966.61;;1224767.62;124043.9;;103465.37;138279.23;85470.32;487833.67;75931.39;418665.21;
19949721-11;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;200;;mg;;;;;;;10000;SYNTHESIS;VIGENTE;50;TABLETAS;50 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;8659.58;;;324751.62;550945.33;281481.69;102052.77;123708.26;;1530959.53;155054.87;;129331.71;172849.03;106837.9;609792.09;94914.24;523331.52;
19949721-12;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;200;;mg;;;;;;;14000;SYNTHESIS;VIGENTE;70;TABLETAS;70 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;12123.41;;;454652.27;771323.46;394074.36;142873.87;173191.57;;2143343.34;217076.82;;181064.4;241988.65;149573.07;853708.93;132879.94;732664.12;
19949721-13;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;200;;mg;;;;;;;16000;SYNTHESIS;VIGENTE;80;TABLETAS;80 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;13855.33;;;519602.6;881512.53;450370.7;163284.43;197933.22;;2449535.25;248087.79;;206930.74;276558.45;170940.65;975667.34;151862.79;837330.42;
19949721-14;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;200;;mg;;;;;;;18000;SYNTHESIS;VIGENTE;90;TABLETAS;90 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;15587.24;;;584552.92;991701.59;506667.03;183694.98;222674.87;;2755727.15;279098.77;;232797.09;311128.26;192308.23;1097625.76;170845.63;941996.73;
19949721-15;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;200;;mg;;;;;;;20000;SYNTHESIS;VIGENTE;100;TABLETAS;100 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;17319.16;;;649503.25;1101890.66;562963.37;204105.53;247416.52;;3061919.06;310109.74;;258663.43;345698.07;213675.81;1219584.18;189828.48;1046663.03;
19949721-16;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;200;;mg;;;;;;;40000;SYNTHESIS;VIGENTE;200;TABLETAS;200 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;34638.31;;;1299006.49;2203781.32;1125926.74;408211.06;494833.05;;6123838.12;620219.48;;517326.86;691396.14;427351.61;2439168.36;379656.96;2093326.06;
19949721-2;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;200;;mg;;;;;;;6000;SYNTHESIS;VIGENTE;30;TABLETAS;30 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;5195.75;;;194850.97;330567.2;168889.01;61231.66;74224.96;;918575.72;93032.92;;77599.03;103709.42;64102.74;365875.25;56948.54;313998.91;
19949721-3;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;200;;mg;;;;;;;6000;SYNTHESIS;VIGENTE;30;TABLETAS;30 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;5195.75;;;194850.97;330567.2;168889.01;61231.66;74224.96;;918575.72;93032.92;;77599.03;103709.42;64102.74;365875.25;56948.54;313998.91;
19949721-4;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;200;;mg;;;;;;;3000;SYNTHESIS;VIGENTE;15;TABLETAS;15 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;2597.87;;;97425.49;165283.6;84444.51;30615.83;37112.48;;459287.86;46516.46;;38799.51;51854.71;32051.37;182937.63;28474.27;156999.45;
19949721-5;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;200;;mg;;;;;;;6000;SYNTHESIS;VIGENTE;30;TABLETAS;30 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;5195.75;;;194850.97;330567.2;168889.01;61231.66;74224.96;;918575.72;93032.92;;77599.03;103709.42;64102.74;365875.25;56948.54;313998.91;
19949721-6;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;200;;mg;;;;;;;12000;SYNTHESIS;VIGENTE;60;TABLETAS;60 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;10391.49;;;389701.95;661134.4;337778.02;122463.32;148449.91;;1837151.43;186065.84;;155198.06;207418.84;128205.48;731750.51;113897.09;627997.82;
19949721-7;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;200;;mg;;;;;;;1400;SYNTHESIS;VIGENTE;7;TABLETAS;7 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;1212.34;;;45465.23;77132.35;39407.44;14287.39;17319.16;;214334.33;21707.68;;18106.44;24198.86;14957.31;85370.89;13287.99;73266.41;
19949721-8;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;200;;mg;;;;;;;2000;SYNTHESIS;VIGENTE;10;TABLETAS;10 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;1731.92;;;64950.32;110189.07;56296.34;20410.55;24741.65;;306191.91;31010.97;;25866.34;34569.81;21367.58;121958.42;18982.85;104666.3;
19949721-9;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;200;;mg;;;;;;;4000;SYNTHESIS;VIGENTE;20;TABLETAS;20 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;3463.83;;;129900.65;220378.13;112592.67;40821.11;49483.3;;612383.81;62021.95;;51732.69;69139.61;42735.16;243916.84;37965.7;209332.61;
19949755-1;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;25;;mg;;;;;;;750;SYNTHESIS;VIGENTE;30;TABLETAS;30 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;649.47;;;24356.37;41320.9;21111.13;7653.96;9278.12;;114821.96;11629.12;;9699.88;12963.68;8012.84;45734.41;7118.57;39249.86;
19949755-10;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;25;;mg;;;;;;;1250;SYNTHESIS;VIGENTE;50;TABLETAS;50 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;1082.45;;;40593.95;68868.17;35185.21;12756.6;15463.53;;191369.94;19381.86;;16166.46;21606.13;13354.74;76224.01;11864.28;65416.44;
19949755-11;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;25;;mg;;;;;;;1750;SYNTHESIS;VIGENTE;70;TABLETAS;70 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;1515.43;;;56831.53;96415.43;49259.29;17859.23;21648.95;;267917.92;27134.6;;22633.05;30248.58;18696.63;106713.62;16609.99;91583.02;
19949755-12;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;25;;mg;;;;;;;2000;SYNTHESIS;VIGENTE;80;TABLETAS;80 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;1731.92;;;64950.32;110189.07;56296.34;20410.55;24741.65;;306191.91;31010.97;;25866.34;34569.81;21367.58;121958.42;18982.85;104666.3;
19949755-13;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;25;;mg;;;;;;;2250;SYNTHESIS;VIGENTE;90;TABLETAS;90 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;1948.41;;;73069.12;123962.7;63333.38;22961.87;27834.36;;344465.89;34887.35;;29099.64;38891.03;24038.53;137203.22;21355.7;117749.59;
19949755-14;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;25;;mg;;;;;;;2500;SYNTHESIS;VIGENTE;100;TABLETAS;100 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;2164.89;;;81187.91;137736.33;70370.42;25513.19;30927.07;;382739.88;38763.72;;32332.93;43212.26;26709.48;152448.02;23728.56;130832.88;
19949755-15;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;25;;mg;;;;;;;5000;SYNTHESIS;VIGENTE;200;TABLETAS;200 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;4329.79;;;162375.81;275472.66;140740.84;51026.38;61854.13;;765479.76;77527.43;;64665.86;86424.52;53418.95;304896.04;47457.12;261665.76;
19949755-2;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;25;;mg;;;;;;;1500;SYNTHESIS;VIGENTE;60;TABLETAS;60 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;1298.94;;;48712.74;82641.8;42222.25;15307.91;18556.24;;229643.93;23258.23;;19399.76;25927.36;16025.69;91468.81;14237.14;78499.73;
19949755-3;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;25;;mg;;;;;;;375;SYNTHESIS;VIGENTE;15;TABLETAS;15 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;324.73;;;12178.19;20660.45;10555.56;3826.98;4639.06;;57410.98;5814.56;;4849.94;6481.84;4006.42;22867.2;3559.28;19624.93;
19949755-4;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;25;;mg;;;;;;;750;SYNTHESIS;VIGENTE;30;TABLETAS;30 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;649.47;;;24356.37;41320.9;21111.13;7653.96;9278.12;;114821.96;11629.12;;9699.88;12963.68;8012.84;45734.41;7118.57;39249.86;
19949755-5;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;25;;mg;;;;;;;1500;SYNTHESIS;VIGENTE;60;TABLETAS;60 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;1298.94;;;48712.74;82641.8;42222.25;15307.91;18556.24;;229643.93;23258.23;;19399.76;25927.36;16025.69;91468.81;14237.14;78499.73;
19949755-6;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;25;;mg;;;;;;;175;SYNTHESIS;VIGENTE;7;TABLETAS;7 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;151.54;;;5683.15;9641.54;4925.93;1785.92;2164.89;;26791.79;2713.46;;2263.31;3024.86;1869.66;10671.36;1661,00;9158.3;
19949755-7;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;25;;mg;;;;;;;250;SYNTHESIS;VIGENTE;10;TABLETAS;10 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;216.49;;;8118.79;13773.63;7037.04;2551.32;3092.71;;38273.99;3876.37;;3233.29;4321.23;2670.95;15244.8;2372.86;13083.29;
19949755-8;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;25;;mg;;;;;;;500;SYNTHESIS;VIGENTE;20;TABLETAS;20 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;432.98;;;16237.58;27547.27;14074.08;5102.64;6185.41;;76547.98;7752.74;;6466.59;8642.45;5341.9;30489.6;4745.71;26166.58;
19949755-9;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;25;;mg;;;;;;;1000;SYNTHESIS;VIGENTE;40;TABLETAS;40 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;865.96;;;32475.16;55094.53;28148.17;10205.28;12370.83;;153095.95;15505.49;;12933.17;17284.9;10683.79;60979.21;9491.42;52333.15;
19976916-1;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;300;;mg;;;;;;;3000;SYNTHESIS;VIGENTE;10;TABLETAS;10 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;2597.87;;;97425.49;165283.6;84444.51;30615.83;37112.48;;459287.86;46516.46;;38799.51;51854.71;32051.37;182937.63;28474.27;156999.45;
19976916-10;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;300;;mg;;;;;;;24000;SYNTHESIS;VIGENTE;80;TABLETAS;80 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;20782.99;;;779403.9;1322268.79;675556.04;244926.64;296899.83;;3674302.87;372131.69;;310396.11;414837.68;256410.97;1463501.02;227794.18;1255995.64;
19976916-11;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;300;;mg;;;;;;;27000;SYNTHESIS;VIGENTE;90;TABLETAS;90 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;23380.86;;;876829.38;1487552.39;760000.55;275542.47;334012.31;;4133590.73;418648.15;;349195.63;466692.39;288462.34;1646438.64;256268.45;1412995.09;
19976916-12;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;300;;mg;;;;;;;30000;SYNTHESIS;VIGENTE;100;TABLETAS;100 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;25978.73;;;974254.87;1652835.99;844445.06;306158.3;371124.79;;4592878.59;465164.61;;387995.14;518547.1;320513.71;1829376.27;284742.72;1569994.55;
19976916-13;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;300;;mg;;;;;;;60000;SYNTHESIS;VIGENTE;200;TABLETAS;200 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;51957.47;;;1948509.74;3305671.98;1688890.11;612316.6;742249.57;;9185757.17;930329.22;;775990.29;1037094.21;641027.42;3658752.54;569485.44;3139989.09;
19976916-2;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;300;;mg;;;;;;;6000;SYNTHESIS;VIGENTE;20;TABLETAS;20 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;5195.75;;;194850.97;330567.2;168889.01;61231.66;74224.96;;918575.72;93032.92;;77599.03;103709.42;64102.74;365875.25;56948.54;313998.91;
19976916-3;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;300;;mg;;;;;;;9000;SYNTHESIS;VIGENTE;30;TABLETAS;30 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;7793.62;;;292276.46;495850.8;253333.52;91847.49;111337.44;;1377863.58;139549.38;;116398.54;155564.13;96154.11;548812.88;85422.82;470998.36;
19976916-4;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;300;;mg;;;;;;;2100;SYNTHESIS;VIGENTE;7;TABLETAS;7 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;1818.51;;;68197.84;115698.52;59111.15;21431.08;25978.73;;321501.5;32561.52;;27159.66;36298.3;22435.96;128056.34;19931.99;109899.62;
19976916-5;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;300;;mg;;;;;;;4500;SYNTHESIS;VIGENTE;15;TABLETAS;15 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;3896.81;;;146138.23;247925.4;126666.76;45923.74;55668.72;;688931.79;69774.69;;58199.27;77782.07;48077.06;274406.44;42711.41;235499.18;
19976916-6;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;300;;mg;;;;;;;12000;SYNTHESIS;VIGENTE;40;TABLETAS;40 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;10391.49;;;389701.95;661134.4;337778.02;122463.32;148449.91;;1837151.43;186065.84;;155198.06;207418.84;128205.48;731750.51;113897.09;627997.82;
19976916-7;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;300;;mg;;;;;;;15000;SYNTHESIS;VIGENTE;50;TABLETAS;50 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;12989.37;;;487127.44;826417.99;422222.53;153079.15;185562.39;;2296439.29;232582.3;;193997.57;259273.55;160256.86;914688.13;142371.36;784997.27;
19976916-8;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;300;;mg;;;;;;;18000;SYNTHESIS;VIGENTE;60;TABLETAS;60 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;15587.24;;;584552.92;991701.59;506667.03;183694.98;222674.87;;2755727.15;279098.77;;232797.09;311128.26;192308.23;1097625.76;170845.63;941996.73;
19976916-9;N05AH04;QUETIAPINA;TABLETA / CAPSULA;DRUGTECH QUETIDIN;300;;mg;;;;;;;21000;SYNTHESIS;VIGENTE;70;TABLETAS;70 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;18185.11;;;681978.41;1156985.19;591111.54;214310.81;259787.35;;3215015.01;325615.23;;271596.6;362982.97;224359.6;1280563.39;199319.91;1098996.18;
