CUM;ATC INVIMA;DESCRIPCIÓN ATC;FORMA FARMACÉUTICA;PRODUCTO;CANTIDAD PRINCIPIO ACTIVO;CANTIDAD PRINCIPIO ACTIVO SEGUNDARIO;UNIDAD BASE;VOLUMEN;UNIDAD VOLUMEN;PESO;UNIDAD PESO;CONCENTRACIÓN;UNIDAD CONCENTRACIÓN;CANTIDAD PRINCIPIO ACTIVO POR PRESENTACIÓN COMERCIAL;TITULAR;ESTADO CUM - Marzo 2014;UNIDADES POR PRESENTACIÓN COMERCIAL;UNIDAD DE DISPENSACIÓN DE LA PRESENTACION COMERCIAL;PRESENTACIÓN COMERCIAL;ID MERCADO RELEVANTE;MERCADO RELEVANTE;CIRCULAR - CNPMDM;FECHA DE ENTRADA EN VIGENCIA;MARGEN DE IPS -CIRCULAR 01 2014;ALEMANIA;ARGENTINA;AUSTRALIA;BRASIL;CANADA;CHILE;COLOMBIA;ECUADOR;EE.UU.;ESPAÑA;FRANCIA;MEXICO;NORUEGA;PANAMA;PERU;PORTUGAL;REINO UNIDO;URUGUAY
19995113-2;N05AH04;QUETIAPINA;TABLETA / CAPSULA;QUETIAPINA;25;;mg;;;;;;;350;TECNOQUIMICAS;VIGENTE;14;TABLETAS;14 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;303.09;;;11366.31;19283.09;9851.86;3571.85;4329.79;;53583.58;5426.92;;4526.61;6049.72;3739.33;21342.72;3322,00;18316.6;
19995113-3;N05AH04;QUETIAPINA;TABLETA / CAPSULA;QUETIAPINA;25;;mg;;;;;;;525;TECNOQUIMICAS;VIGENTE;21;TABLETAS;21 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;454.63;;;17049.46;28924.63;14777.79;5357.77;6494.68;;80375.38;8140.38;;6789.92;9074.57;5608.99;32014.08;4983,00;27474.9;
19995113-4;N05AH04;QUETIAPINA;TABLETA / CAPSULA;QUETIAPINA;25;;mg;;;;;;;250;TECNOQUIMICAS;VIGENTE;10;TABLETAS;10 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;216.49;;;8118.79;13773.63;7037.04;2551.32;3092.71;;38273.99;3876.37;;3233.29;4321.23;2670.95;15244.8;2372.86;13083.29;
19995113-5;N05AH04;QUETIAPINA;TABLETA / CAPSULA;QUETIAPINA;25;;mg;;;;;;;500;TECNOQUIMICAS;VIGENTE;20;TABLETAS;20 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;432.98;;;16237.58;27547.27;14074.08;5102.64;6185.41;;76547.98;7752.74;;6466.59;8642.45;5341.9;30489.6;4745.71;26166.58;
19995113-6;N05AH04;QUETIAPINA;TABLETA / CAPSULA;QUETIAPINA;25;;mg;;;;;;;750;TECNOQUIMICAS;VIGENTE;30;TABLETAS;30 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;649.47;;;24356.37;41320.9;21111.13;7653.96;9278.12;;114821.96;11629.12;;9699.88;12963.68;8012.84;45734.41;7118.57;39249.86;
19995113-7;N05AH04;QUETIAPINA;TABLETA / CAPSULA;QUETIAPINA;25;;mg;;;;;;;1000;TECNOQUIMICAS;VIGENTE;40;TABLETAS;40 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;865.96;;;32475.16;55094.53;28148.17;10205.28;12370.83;;153095.95;15505.49;;12933.17;17284.9;10683.79;60979.21;9491.42;52333.15;
19995113-9;N05AH04;QUETIAPINA;TABLETA / CAPSULA;QUETIAPINA;25;;mg;;;;;;;1500;TECNOQUIMICAS;VIGENTE;60;TABLETAS;60 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;1298.94;;;48712.74;82641.8;42222.25;15307.91;18556.24;;229643.93;23258.23;;19399.76;25927.36;16025.69;91468.81;14237.14;78499.73;
19995320-1;N05AH04;QUETIAPINA;TABLETA / CAPSULA;QUETIAPINA;200;;mg;;;;;;;1400;TECNOQUIMICAS;VIGENTE;7;TABLETAS;7 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;1212.34;;;45465.23;77132.35;39407.44;14287.39;17319.16;;214334.33;21707.68;;18106.44;24198.86;14957.31;85370.89;13287.99;73266.41;
19995320-10;N05AH04;QUETIAPINA;TABLETA / CAPSULA;QUETIAPINA;200;;mg;;;;;;;20000;TECNOQUIMICAS;VIGENTE;100;TABLETAS;100 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;17319.16;;;649503.25;1101890.66;562963.37;204105.53;247416.52;;3061919.06;310109.74;;258663.43;345698.07;213675.81;1219584.18;189828.48;1046663.03;
19995320-11;N05AH04;QUETIAPINA;TABLETA / CAPSULA;QUETIAPINA;200;;mg;;;;;;;8000;TECNOQUIMICAS;VIGENTE;40;TABLETAS;40 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;6927.66;;;259801.3;440756.26;225185.35;81642.21;98966.61;;1224767.62;124043.9;;103465.37;138279.23;85470.32;487833.67;75931.39;418665.21;
19995320-2;N05AH04;QUETIAPINA;TABLETA / CAPSULA;QUETIAPINA;200;;mg;;;;;;;2000;TECNOQUIMICAS;VIGENTE;10;TABLETAS;10 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;1731.92;;;64950.32;110189.07;56296.34;20410.55;24741.65;;306191.91;31010.97;;25866.34;34569.81;21367.58;121958.42;18982.85;104666.3;
19995320-4;N05AH04;QUETIAPINA;TABLETA / CAPSULA;QUETIAPINA;200;;mg;;;;;;;12000;TECNOQUIMICAS;VIGENTE;60;TABLETAS;60 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;10391.49;;;389701.95;661134.4;337778.02;122463.32;148449.91;;1837151.43;186065.84;;155198.06;207418.84;128205.48;731750.51;113897.09;627997.82;
19995320-5;N05AH04;QUETIAPINA;TABLETA / CAPSULA;QUETIAPINA;200;;mg;;;;;;;2800;TECNOQUIMICAS;VIGENTE;14;TABLETAS;14 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;2424.68;;;90930.45;154264.69;78814.87;28574.77;34638.31;;428668.67;43415.36;;36212.88;48397.73;29914.61;170741.79;26575.99;146532.82;
19995320-6;N05AH04;QUETIAPINA;TABLETA / CAPSULA;QUETIAPINA;200;;mg;;;;;;;4200;TECNOQUIMICAS;VIGENTE;21;TABLETAS;21 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;3637.02;;;136395.68;231397.04;118222.31;42862.16;51957.47;;643003,00;65123.05;;54319.32;72596.59;44871.92;256112.68;39863.98;219799.24;
19995320-7;N05AH04;QUETIAPINA;TABLETA / CAPSULA;QUETIAPINA;200;;mg;;;;;;;4000;TECNOQUIMICAS;VIGENTE;20;TABLETAS;20 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;3463.83;;;129900.65;220378.13;112592.67;40821.11;49483.3;;612383.81;62021.95;;51732.69;69139.61;42735.16;243916.84;37965.7;209332.61;
19995320-9;N05AH04;QUETIAPINA;TABLETA / CAPSULA;QUETIAPINA;200;;mg;;;;;;;18000;TECNOQUIMICAS;VIGENTE;90;TABLETAS;90 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;15587.24;;;584552.92;991701.59;506667.03;183694.98;222674.87;;2755727.15;279098.77;;232797.09;311128.26;192308.23;1097625.76;170845.63;941996.73;
19996292-1;N05AH04;QUETIAPINA;TABLETA / CAPSULA;QUETIAPINA;100;;mg;;;;;;;200;TECNOQUIMICAS;VIGENTE;2;TABLETAS;2 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;173.19;;;6495.03;11018.91;5629.63;2041.06;2474.17;;30619.19;3101.1;;2586.63;3456.98;2136.76;12195.84;1898.28;10466.63;
19996292-10;N05AH04;QUETIAPINA;TABLETA / CAPSULA;QUETIAPINA;100;;mg;;;;;;;9000;TECNOQUIMICAS;VIGENTE;90;TABLETAS;90 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;7793.62;;;292276.46;495850.8;253333.52;91847.49;111337.44;;1377863.58;139549.38;;116398.54;155564.13;96154.11;548812.88;85422.82;470998.36;
19996292-11;N05AH04;QUETIAPINA;TABLETA / CAPSULA;QUETIAPINA;100;;mg;;;;;;;10000;TECNOQUIMICAS;VIGENTE;100;TABLETAS;100 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;8659.58;;;324751.62;550945.33;281481.69;102052.77;123708.26;;1530959.53;155054.87;;129331.71;172849.03;106837.9;609792.09;94914.24;523331.52;
19996292-2;N05AH04;QUETIAPINA;TABLETA / CAPSULA;QUETIAPINA;100;;mg;;;;;;;700;TECNOQUIMICAS;VIGENTE;7;TABLETAS;7 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;606.17;;;22732.61;38566.17;19703.72;7143.69;8659.58;;107167.17;10853.84;;9053.22;12099.43;7478.65;42685.45;6644,00;36633.21;
19996292-3;N05AH04;QUETIAPINA;TABLETA / CAPSULA;QUETIAPINA;100;;mg;;;;;;;1400;TECNOQUIMICAS;VIGENTE;14;TABLETAS;14 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;1212.34;;;45465.23;77132.35;39407.44;14287.39;17319.16;;214334.33;21707.68;;18106.44;24198.86;14957.31;85370.89;13287.99;73266.41;
19996292-4;N05AH04;QUETIAPINA;TABLETA / CAPSULA;QUETIAPINA;100;;mg;;;;;;;2100;TECNOQUIMICAS;VIGENTE;21;TABLETAS;21 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;1818.51;;;68197.84;115698.52;59111.15;21431.08;25978.73;;321501.5;32561.52;;27159.66;36298.3;22435.96;128056.34;19931.99;109899.62;
19996292-5;N05AH04;QUETIAPINA;TABLETA / CAPSULA;QUETIAPINA;100;;mg;;;;;;;1000;TECNOQUIMICAS;VIGENTE;10;TABLETAS;10 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;865.96;;;32475.16;55094.53;28148.17;10205.28;12370.83;;153095.95;15505.49;;12933.17;17284.9;10683.79;60979.21;9491.42;52333.15;
19996292-6;N05AH04;QUETIAPINA;TABLETA / CAPSULA;QUETIAPINA;100;;mg;;;;;;;2000;TECNOQUIMICAS;VIGENTE;20;TABLETAS;20 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;1731.92;;;64950.32;110189.07;56296.34;20410.55;24741.65;;306191.91;31010.97;;25866.34;34569.81;21367.58;121958.42;18982.85;104666.3;
19996292-7;N05AH04;QUETIAPINA;TABLETA / CAPSULA;QUETIAPINA;100;;mg;;;;;;;3000;TECNOQUIMICAS;VIGENTE;30;TABLETAS;30 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;2597.87;;;97425.49;165283.6;84444.51;30615.83;37112.48;;459287.86;46516.46;;38799.51;51854.71;32051.37;182937.63;28474.27;156999.45;
19996292-8;N05AH04;QUETIAPINA;TABLETA / CAPSULA;QUETIAPINA;100;;mg;;;;;;;4000;TECNOQUIMICAS;VIGENTE;40;TABLETAS;40 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;3463.83;;;129900.65;220378.13;112592.67;40821.11;49483.3;;612383.81;62021.95;;51732.69;69139.61;42735.16;243916.84;37965.7;209332.61;
19996292-9;N05AH04;QUETIAPINA;TABLETA / CAPSULA;QUETIAPINA;100;;mg;;;;;;;6000;TECNOQUIMICAS;VIGENTE;60;TABLETAS;60 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;5195.75;;;194850.97;330567.2;168889.01;61231.66;74224.96;;918575.72;93032.92;;77599.03;103709.42;64102.74;365875.25;56948.54;313998.91;
19996348-1;N05AH04;QUETIAPINA;TABLETA / CAPSULA;QUETIAPINA;300;;mg;;;;;;;2100;TECNOQUIMICAS;VIGENTE;7;TABLETAS;7 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;1818.51;;;68197.84;115698.52;59111.15;21431.08;25978.73;;321501.5;32561.52;;27159.66;36298.3;22435.96;128056.34;19931.99;109899.62;
19996348-10;N05AH04;QUETIAPINA;TABLETA / CAPSULA;QUETIAPINA;300;;mg;;;;;;;30000;TECNOQUIMICAS;VIGENTE;100;TABLETAS;100 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;25978.73;;;974254.87;1652835.99;844445.06;306158.3;371124.79;;4592878.59;465164.61;;387995.14;518547.1;320513.71;1829376.27;284742.72;1569994.55;
19996348-2;N05AH04;QUETIAPINA;TABLETA / CAPSULA;QUETIAPINA;300;;mg;;;;;;;4200;TECNOQUIMICAS;VIGENTE;14;TABLETAS;14 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;3637.02;;;136395.68;231397.04;118222.31;42862.16;51957.47;;643003,00;65123.05;;54319.32;72596.59;44871.92;256112.68;39863.98;219799.24;
19996348-3;N05AH04;QUETIAPINA;TABLETA / CAPSULA;QUETIAPINA;300;;mg;;;;;;;6300;TECNOQUIMICAS;VIGENTE;21;TABLETAS;21 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;5455.53;;;204593.52;347095.56;177333.46;64293.24;77936.2;;964504.5;97684.57;;81478.98;108894.89;67307.88;384169.02;59795.97;329698.85;
19996348-4;N05AH04;QUETIAPINA;TABLETA / CAPSULA;QUETIAPINA;300;;mg;;;;;;;3000;TECNOQUIMICAS;VIGENTE;10;TABLETAS;10 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;2597.87;;;97425.49;165283.6;84444.51;30615.83;37112.48;;459287.86;46516.46;;38799.51;51854.71;32051.37;182937.63;28474.27;156999.45;
19996348-5;N05AH04;QUETIAPINA;TABLETA / CAPSULA;QUETIAPINA;300;;mg;;;;;;;6000;TECNOQUIMICAS;VIGENTE;20;TABLETAS;20 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;5195.75;;;194850.97;330567.2;168889.01;61231.66;74224.96;;918575.72;93032.92;;77599.03;103709.42;64102.74;365875.25;56948.54;313998.91;
19996348-7;N05AH04;QUETIAPINA;TABLETA / CAPSULA;QUETIAPINA;300;;mg;;;;;;;12000;TECNOQUIMICAS;VIGENTE;40;TABLETAS;40 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;10391.49;;;389701.95;661134.4;337778.02;122463.32;148449.91;;1837151.43;186065.84;;155198.06;207418.84;128205.48;731750.51;113897.09;627997.82;
19996348-8;N05AH04;QUETIAPINA;TABLETA / CAPSULA;QUETIAPINA;300;;mg;;;;;;;18000;TECNOQUIMICAS;VIGENTE;60;TABLETAS;60 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;15587.24;;;584552.92;991701.59;506667.03;183694.98;222674.87;;2755727.15;279098.77;;232797.09;311128.26;192308.23;1097625.76;170845.63;941996.73;
19996348-9;N05AH04;QUETIAPINA;TABLETA / CAPSULA;QUETIAPINA;300;;mg;;;;;;;27000;TECNOQUIMICAS;VIGENTE;90;TABLETAS;90 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;23380.86;;;876829.38;1487552.39;760000.55;275542.47;334012.31;;4133590.73;418648.15;;349195.63;466692.39;288462.34;1646438.64;256268.45;1412995.09;
19960787-1;N05AH04;QUETIAPINA;TABLETA / CAPSULA;SEROQUEL;300;;mg;;;;;;;9000;ASTRAZENECA;VIGENTE;30;TABLETAS;30 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;7793.62;;;292276.46;495850.8;253333.52;91847.49;111337.44;;1377863.58;139549.38;;116398.54;155564.13;96154.11;548812.88;85422.82;470998.36;
19960787-3;N05AH04;QUETIAPINA;TABLETA / CAPSULA;SEROQUEL;300;;mg;;;;;;;9000;ASTRAZENECA;VIGENTE;30;TABLETAS;30 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;7793.62;;;292276.46;495850.8;253333.52;91847.49;111337.44;;1377863.58;139549.38;;116398.54;155564.13;96154.11;548812.88;85422.82;470998.36;
224715-1;N05AH04;QUETIAPINA;TABLETA / CAPSULA;SEROQUEL;100;;mg;;;;;;;1000;ASTRAZENECA;VIGENTE;10;TABLETAS;10 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;865.96;;;32475.16;55094.53;28148.17;10205.28;12370.83;;153095.95;15505.49;;12933.17;17284.9;10683.79;60979.21;9491.42;52333.15;
224715-5;N05AH04;QUETIAPINA;TABLETA / CAPSULA;SEROQUEL;100;;mg;;;;;;;2000;ASTRAZENECA;VIGENTE;20;TABLETAS;20 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;1731.92;;;64950.32;110189.07;56296.34;20410.55;24741.65;;306191.91;31010.97;;25866.34;34569.81;21367.58;121958.42;18982.85;104666.3;
224715-6;N05AH04;QUETIAPINA;TABLETA / CAPSULA;SEROQUEL;100;;mg;;;;;;;3000;ASTRAZENECA;VIGENTE;30;TABLETAS;30 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;2597.87;;;97425.49;165283.6;84444.51;30615.83;37112.48;;459287.86;46516.46;;38799.51;51854.71;32051.37;182937.63;28474.27;156999.45;
224715-7;N05AH04;QUETIAPINA;TABLETA / CAPSULA;SEROQUEL;100;;mg;;;;;;;6000;ASTRAZENECA;VIGENTE;60;TABLETAS;60 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;5195.75;;;194850.97;330567.2;168889.01;61231.66;74224.96;;918575.72;93032.92;;77599.03;103709.42;64102.74;365875.25;56948.54;313998.91;
224715-8;N05AH04;QUETIAPINA;TABLETA / CAPSULA;SEROQUEL;100;;mg;;;;;;;9000;ASTRAZENECA;VIGENTE;90;TABLETAS;90 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;7793.62;;;292276.46;495850.8;253333.52;91847.49;111337.44;;1377863.58;139549.38;;116398.54;155564.13;96154.11;548812.88;85422.82;470998.36;
224717-3;N05AH04;QUETIAPINA;TABLETA / CAPSULA;SEROQUEL;200;;mg;;;;;;;2000;ASTRAZENECA;VIGENTE;10;TABLETAS;10 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;1731.92;;;64950.32;110189.07;56296.34;20410.55;24741.65;;306191.91;31010.97;;25866.34;34569.81;21367.58;121958.42;18982.85;104666.3;
224717-4;N05AH04;QUETIAPINA;TABLETA / CAPSULA;SEROQUEL;200;;mg;;;;;;;4000;ASTRAZENECA;VIGENTE;20;TABLETAS;20 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;3463.83;;;129900.65;220378.13;112592.67;40821.11;49483.3;;612383.81;62021.95;;51732.69;69139.61;42735.16;243916.84;37965.7;209332.61;
224717-5;N05AH04;QUETIAPINA;TABLETA / CAPSULA;SEROQUEL;200;;mg;;;;;;;6000;ASTRAZENECA;VIGENTE;30;TABLETAS;30 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;5195.75;;;194850.97;330567.2;168889.01;61231.66;74224.96;;918575.72;93032.92;;77599.03;103709.42;64102.74;365875.25;56948.54;313998.91;
224717-6;N05AH04;QUETIAPINA;TABLETA / CAPSULA;SEROQUEL;200;;mg;;;;;;;12000;ASTRAZENECA;VIGENTE;60;TABLETAS;60 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;10391.49;;;389701.95;661134.4;337778.02;122463.32;148449.91;;1837151.43;186065.84;;155198.06;207418.84;128205.48;731750.51;113897.09;627997.82;
224717-7;N05AH04;QUETIAPINA;TABLETA / CAPSULA;SEROQUEL;200;;mg;;;;;;;18000;ASTRAZENECA;VIGENTE;90;TABLETAS;90 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;15587.24;;;584552.92;991701.59;506667.03;183694.98;222674.87;;2755727.15;279098.77;;232797.09;311128.26;192308.23;1097625.76;170845.63;941996.73;
224719-3;N05AH04;QUETIAPINA;TABLETA / CAPSULA;SEROQUEL;25;;mg;;;;;;;250;ASTRAZENECA;VIGENTE;10;TABLETAS;10 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;216.49;;;8118.79;13773.63;7037.04;2551.32;3092.71;;38273.99;3876.37;;3233.29;4321.23;2670.95;15244.8;2372.86;13083.29;
224719-4;N05AH04;QUETIAPINA;TABLETA / CAPSULA;SEROQUEL;25;;mg;;;;;;;500;ASTRAZENECA;VIGENTE;20;TABLETAS;20 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;432.98;;;16237.58;27547.27;14074.08;5102.64;6185.41;;76547.98;7752.74;;6466.59;8642.45;5341.9;30489.6;4745.71;26166.58;
224719-5;N05AH04;QUETIAPINA;TABLETA / CAPSULA;SEROQUEL;25;;mg;;;;;;;750;ASTRAZENECA;VIGENTE;30;TABLETAS;30 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;649.47;;;24356.37;41320.9;21111.13;7653.96;9278.12;;114821.96;11629.12;;9699.88;12963.68;8012.84;45734.41;7118.57;39249.86;
224719-6;N05AH04;QUETIAPINA;TABLETA / CAPSULA;SEROQUEL;25;;mg;;;;;;;1500;ASTRAZENECA;VIGENTE;60;TABLETAS;60 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;1298.94;;;48712.74;82641.8;42222.25;15307.91;18556.24;;229643.93;23258.23;;19399.76;25927.36;16025.69;91468.81;14237.14;78499.73;
224719-7;N05AH04;QUETIAPINA;TABLETA / CAPSULA;SEROQUEL;25;;mg;;;;;;;2250;ASTRAZENECA;VIGENTE;90;TABLETAS;90 TABLETAS;118;QUETIAPINA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;1948.41;;;73069.12;123962.7;63333.38;22961.87;27834.36;;344465.89;34887.35;;29099.64;38891.03;24038.53;137203.22;21355.7;117749.59;
53896-1;H02AB04;METILPREDNISOLONA;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;SOLU- MEDROL;40;;mg;1.2;ml;;;33.3333333333333;mg/ml;40;PFIZER;VIGENTE;1;AMPOLLA;1 AMPOLLA;110;METILPREDNISOLONA (SUCCINATO SÓDICO) - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 01 de 2014;25-abr-14;308.86;;;6211.78;5027.43;7387.99;11001.97;4412.34;16610.33;5073.94;1573.73;;;5344.86;;16336.47;3484.18;3797.26;
53896-2;H02AB04;METILPREDNISOLONA;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;SOLU- MEDROL;40;;mg;1.2;ml;;;33.3333333333333;mg/ml;200;PFIZER;VIGENTE;5;AMPOLLAS;5 AMPOLLAS;110;METILPREDNISOLONA (SUCCINATO SÓDICO) - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 01 de 2014;25-abr-14;1544.32;;;31058.89;25137.14;36939.95;55009.86;22061.72;83051.65;25369.7;7868.65;;;26724.28;;81682.34;17420.9;18986.29;
53896-3;H02AB04;METILPREDNISOLONA;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;SOLU- MEDROL;40;;mg;1.2;ml;;;33.3333333333333;mg/ml;400;PFIZER;VIGENTE;10;AMPOLLAS;10 AMPOLLAS;110;METILPREDNISOLONA (SUCCINATO SÓDICO) - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 01 de 2014;25-abr-14;3088.64;;;62117.77;50274.28;73879.89;110019.71;44123.43;166103.31;50739.41;15737.29;;;53448.56;;163364.69;34841.79;37972.59;
53896-4;H02AB04;METILPREDNISOLONA;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;SOLU- MEDROL;40;;mg;1.2;ml;;;33.3333333333333;mg/ml;1000;PFIZER;VIGENTE;25;AMPOLLAS;25 AMPOLLAS;110;METILPREDNISOLONA (SUCCINATO SÓDICO) - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 01 de 2014;25-abr-14;7721.6;;;155294.43;125685.7;184699.74;275049.28;110308.58;415258.27;126848.52;39343.24;;;133621.4;;408411.72;87104.49;94931.47;
20002627-1;L04AC07;TOCILIZUMAB;SOLUCION / SUSPENSION INYECTABLE;ACTEMRA;200;;mg;10;ml;;;20;mg/ml;200;ROCHE;VIGENTE;1;VIAL;1 VIAL x 10 ml;31;TOCILIZUMAB (L04AC07) - SOLUCION/SUSPENSIÓN INYECTABLE;Circular 04 de 2013;14-sep-13;55650.32;;;916723.15;708009.32;803029.9;885705.99;795004.5;;1152522.5;958648.14;;471398.01;792329.37;;875828.15;;817072.47;
20002627-2;L04AC07;TOCILIZUMAB;SOLUCION / SUSPENSION INYECTABLE;ACTEMRA;200;;mg;10;ml;;;20;mg/ml;800;ROCHE;VIGENTE;4;VIALES;4 VIALES x 10 ml;31;TOCILIZUMAB (L04AC07) - SOLUCION/SUSPENSIÓN INYECTABLE;Circular 04 de 2013;14-sep-13;111300.63;;;3666892.62;2832037.27;3212119.61;3542823.94;3180018,00;;4610090.01;3834592.57;;1885592.04;3169317.47;;3503312.6;;3268289.89;
20002628-1;L04AC07;TOCILIZUMAB;SOLUCION / SUSPENSION INYECTABLE;ACTEMRA;400;;mg;20;ml;;;20;mg/ml;400;ROCHE;VIGENTE;1;VIAL;1 VIAL x 20 ml;31;TOCILIZUMAB (L04AC07) - SOLUCION/SUSPENSIÓN INYECTABLE;Circular 04 de 2013;14-sep-13;55650.32;;;1833446.31;1416018.64;1606059.81;1771411.97;1590009,00;;2305045.01;1917296.28;;942796.02;1584658.73;;1751656.3;;1634144.95;
20002628-2;L04AC07;TOCILIZUMAB;SOLUCION / SUSPENSION INYECTABLE;ACTEMRA;400;;mg;20;ml;;;20;mg/ml;1600;ROCHE;VIGENTE;4;VIALES;4 VIALES x 20 ml;31;TOCILIZUMAB (L04AC07) - SOLUCION/SUSPENSIÓN INYECTABLE;Circular 04 de 2013;14-sep-13;222601.26;;;7333785.24;5664074.54;6424239.23;7085647.89;6360036.01;;9220180.03;7669185.13;;3771184.08;6338634.94;;7006625.21;;6536579.78;
20002629-1;L04AC07;TOCILIZUMAB;SOLUCION / SUSPENSION INYECTABLE;ACTEMRA;80;;mg;4;ml;;;20;mg/ml;80;ROCHE;VIGENTE;1;VIAL;1 VIAL x 4 ml;31;TOCILIZUMAB (L04AC07) - SOLUCION/SUSPENSIÓN INYECTABLE;Circular 04 de 2013;14-sep-13;22260.13;;;366689.26;283203.73;321211.96;354282.39;318001.8;;461009,00;383459.26;;188559.2;316931.75;;350331.26;;326828.99;
